timestamp,batt_temp_c,aoss-0_c,cpuss-0_c,cpu-1-5_c,cpu-1-6_c,cpu-1-7_c,cpu-1-8_c,cpu-1-9_c,cpu-1-10_c,aoss-1_c,cpu-0-0_c,cpu-0-1_c,cpu-0-2_c,cpuss-1_c,nspss-0_c,nspss-1_c,nspss-2_c,nspss-3_c,video_c,ddr_c,mdmss-0_c,mdmss-1_c,mdmss-2_c,mdmss-3_c,cpuss-2_c,camera-0_c,camera-1_c,aoss-2_c,gpuss-0_c,gpuss-1_c,gpuss-2_c,gpuss-3_c,gpuss-4_c,gpuss-5_c,gpuss-6_c,cpuss-3_c,gpuss-7_c,pa_c,pa1_c,bcl_warn_c,sdr0_pa_c,sdr0_c,sdr1_pa_c,sdr1_c,mmw0_c,mmw1_c,cpu-1-0_c,mmw2_c,mmw3_c,mmw_pa1_c,mmw_pa2_c,mmw_pa3_c,mmw_ific0_c,epm0_c,epm1_c,epm2_c,epm3_c,cpu-1-1_c,epm4_c,epm5_c,epm6_c,epm7_c,sdr_mmw_therm_c,sub1_modem_cfg_c,sub1_lte_cc_c,sub1_mcg_fr1_cc_c,sub1_mcg_fr2_cc_c,sub1_scg_fr1_cc_c,cpu-1-2_c,sub1_scg_fr2_cc_c,pm8550_tz_c,pm8550-bcl-lvl0_c,pm8550-bcl-lvl1_c,pm8550-bcl-lvl2_c,pm8550b_tz_c,pm8550b_lite_tz_c,pm8550b-ibat-lvl0_c,pm8550b-ibat-lvl1_c,pm8550b-bcl-lvl0_c,cpu-1-3_c,pm8550b-bcl-lvl1_c,pm8550b-bcl-lvl2_c,socd_c,pm8550ve_f_tz_c,pm8550vs_c_tz_c,pm8550vs_d_tz_c,pm8550vs_e_tz_c,pm8550vs_g_tz_c,pmr735d_k_tz_c,pmr735d_l_tz_c,cpu-1-4_c,pm8010m_tz_c,pm8010n_tz_c,xo-therm_c,ac_c,battery_c,cpu7_freq_khz
1780032209,37.6,44.20,48.90,47.30,46.10,46.50,47.30,46.10,46.10,45.00,50.90,54.10,52.90,50.90,45.00,44.60,43.40,43.80,51.70,45.00,44.20,43.80,43.00,44.60,47.30,44.60,45.30,45.70,45.70,44.90,44.60,44.90,45.70,45.70,45.30,47.30,45.70,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,45.70,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.10,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,48.90,-273.00,39.28,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.10,NA,NA,0.02,35.67,40.65,40.62,40.01,40.35,37.00,NA,48.50,NA,NA,41.46,41.70,37.70,864000
1780032226,37.6,45.70,48.50,47.30,46.50,46.90,46.90,46.50,46.10,45.30,49.30,50.90,51.70,48.90,45.30,45.30,44.20,44.60,49.30,45.70,44.60,44.60,43.80,44.60,46.90,45.30,45.30,45.70,46.10,45.70,45.70,44.90,45.70,46.10,45.30,45.70,45.70,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,45.30,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,45.30,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.50,-273.00,39.45,0.00,0.00,0.00,NA,NA,NA,NA,NA,46.10,NA,NA,0.02,35.93,39.81,40.75,40.11,39.98,37.00,NA,46.10,NA,NA,41.52,41.70,37.70,864000
1780032239,37.6,44.90,49.30,47.70,46.10,46.50,47.30,46.10,46.10,45.00,51.70,54.90,52.90,50.90,45.00,45.70,43.80,44.60,51.70,45.00,43.80,43.80,43.00,44.60,47.70,45.00,45.30,46.10,45.70,45.70,44.90,44.60,45.70,46.10,45.70,47.30,45.70,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,46.10,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,47.30,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.30,-273.00,39.51,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.50,NA,NA,0.02,36.17,40.75,40.82,40.62,40.85,37.00,NA,48.90,NA,NA,41.49,41.60,37.70,864000
1780032256,37.6,44.60,47.70,46.50,45.30,46.10,46.50,46.10,45.70,45.00,49.30,49.70,49.70,47.70,45.00,45.70,43.80,44.20,48.10,45.00,44.20,44.60,43.40,44.60,46.50,44.60,44.60,45.70,45.70,45.70,45.30,44.60,46.10,45.70,44.90,46.10,45.30,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,44.90,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,44.90,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,48.50,-273.00,39.45,0.00,0.00,0.00,NA,NA,NA,NA,NA,46.10,NA,NA,0.02,35.97,39.85,40.65,40.11,39.98,37.00,NA,46.10,NA,NA,41.53,41.60,37.70,864000
1780032268,37.7,44.90,49.70,48.10,46.50,47.70,48.10,46.90,46.90,45.00,52.10,54.50,53.30,50.90,45.70,46.10,44.60,45.00,51.70,46.10,44.60,44.60,43.80,45.00,48.50,45.00,46.10,47.30,46.50,46.10,46.10,45.70,46.90,46.90,46.50,47.70,46.90,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,47.30,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.90,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,50.50,-273.00,39.61,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.90,NA,NA,0.02,36.34,40.99,41.05,40.75,40.95,37.00,NA,49.30,NA,NA,41.54,41.70,37.70,864000
1780032285,37.7,44.20,47.30,45.70,44.20,44.90,46.10,45.30,45.30,44.20,48.90,48.90,49.30,47.30,44.20,45.30,43.40,43.40,48.50,44.20,43.80,43.40,43.00,44.20,46.10,44.20,44.20,45.30,45.30,44.60,44.90,44.20,44.90,45.30,44.60,45.30,45.30,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,44.90,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,45.30,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,48.90,-273.00,39.41,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.10,NA,NA,0.02,35.77,40.38,40.55,39.85,40.38,37.00,NA,47.70,NA,NA,41.51,41.70,37.70,864000
1780032300,37.7,46.10,50.90,48.10,46.50,47.70,48.50,47.30,47.30,46.10,52.10,53.70,53.70,51.30,46.50,46.50,44.60,45.00,52.10,46.90,44.60,44.60,44.20,45.30,48.90,45.30,46.50,46.90,46.90,46.10,46.10,45.70,47.30,47.30,46.90,48.90,46.90,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,47.30,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.90,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,48.50,-273.00,39.68,0.00,0.00,0.00,NA,NA,NA,NA,NA,46.90,NA,NA,0.02,36.30,40.05,41.02,40.45,40.55,37.00,NA,46.10,NA,NA,41.55,41.60,37.70,864000
1780032317,37.7,43.80,47.30,45.70,44.90,45.70,46.50,44.90,45.30,44.20,50.10,52.50,51.30,49.30,44.20,45.00,42.60,43.00,50.90,45.00,43.40,43.40,42.60,44.20,47.70,44.60,44.60,44.90,45.30,44.90,44.90,44.20,45.30,45.30,45.30,46.10,45.70,16.75,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,44.90,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,45.30,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,48.90,-273.00,39.11,0.00,0.00,0.00,NA,NA,NA,NA,NA,49.70,NA,NA,0.02,35.63,40.55,40.48,39.91,40.48,37.00,NA,47.30,NA,NA,41.42,41.40,37.70,864000
1780032334,37.7,45.30,48.10,46.90,45.70,46.50,46.50,45.70,46.10,45.30,50.10,50.90,51.30,48.90,45.00,45.70,44.20,43.80,49.70,45.00,44.60,44.60,43.40,44.20,46.90,45.00,45.30,45.70,45.30,45.30,45.30,44.90,45.30,45.70,45.70,45.30,45.70,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,44.60,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,44.60,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,44.90,-273.00,39.14,0.00,0.00,0.00,NA,NA,NA,NA,NA,44.20,NA,NA,0.02,35.67,39.08,40.45,39.55,39.31,37.00,NA,44.90,NA,NA,41.39,41.40,37.70,864000
1780032350,37.7,44.20,48.10,46.90,45.30,46.50,46.50,46.10,45.70,45.00,52.10,52.10,53.70,50.50,45.00,45.00,43.00,43.80,50.90,45.00,43.80,43.00,43.40,43.80,47.70,44.20,45.30,45.70,45.30,44.60,44.60,44.60,45.30,45.70,44.60,46.50,45.30,16.75,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,45.30,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,45.70,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,48.90,-273.00,39.01,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.10,NA,NA,0.02,35.70,40.42,40.45,39.98,40.35,37.00,NA,48.10,NA,NA,41.31,41.20,37.60,864000
1780032368,37.7,44.60,46.50,45.30,44.60,44.60,45.70,44.90,44.90,44.20,48.10,48.10,47.70,46.50,44.60,45.00,43.40,44.20,47.30,44.60,43.80,43.80,42.60,44.20,45.30,43.80,44.60,44.90,44.90,44.90,44.90,44.60,44.90,44.90,44.60,44.60,45.30,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,44.20,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,44.60,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,45.70,-273.00,38.94,0.00,0.00,0.00,NA,NA,NA,NA,NA,44.60,NA,NA,0.02,35.47,39.08,40.32,39.48,39.24,37.00,NA,45.30,NA,NA,41.40,41.20,37.60,864000
1780032381,37.7,44.20,48.90,47.30,45.30,46.50,46.90,46.50,46.10,44.60,52.10,54.10,52.50,50.10,45.00,45.70,43.40,43.80,50.90,45.30,43.80,43.80,43.40,44.20,48.50,44.60,45.00,46.50,46.10,45.30,45.30,44.90,46.10,46.50,45.30,47.70,46.10,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,46.90,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.90,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.70,-273.00,39.31,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.10,NA,NA,0.02,36.07,40.79,40.79,40.42,40.62,37.00,NA,48.90,NA,NA,41.35,41.60,37.60,864000
1780032399,37.7,43.80,46.10,44.60,43.80,44.60,44.60,44.20,44.60,43.40,47.30,47.70,47.70,45.70,43.80,44.60,43.00,43.40,47.30,44.20,43.00,43.40,42.60,43.80,44.90,43.80,43.40,44.90,44.90,43.80,44.60,44.20,44.90,44.90,44.60,44.20,44.90,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,43.80,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,44.20,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.10,-273.00,38.88,0.00,0.00,0.00,NA,NA,NA,NA,NA,46.10,NA,NA,0.02,35.40,39.38,40.15,39.28,39.34,37.00,NA,46.50,NA,NA,41.34,41.60,37.60,864000
1780032413,37.7,45.30,49.70,48.50,46.50,47.70,48.10,47.30,46.90,45.70,51.30,53.70,53.30,50.90,45.70,46.10,44.60,44.60,52.50,46.10,45.00,44.20,43.40,45.30,48.50,45.30,45.70,46.90,46.10,46.10,46.10,45.30,46.50,46.90,46.10,48.10,46.50,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,46.90,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,47.30,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.70,-273.00,39.45,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.50,NA,NA,0.02,36.13,40.38,40.85,40.45,40.79,37.00,NA,48.50,NA,NA,41.34,41.60,37.60,864000
1780032431,37.7,43.80,46.50,45.30,44.60,45.30,46.10,44.90,45.30,43.80,49.70,50.90,51.70,48.50,44.60,45.00,43.40,43.00,50.10,45.00,43.40,43.40,42.60,43.80,47.30,44.20,44.60,45.70,45.30,44.90,44.90,44.20,45.30,45.70,44.90,46.50,45.30,16.75,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,45.70,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.10,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.30,-273.00,39.21,0.00,0.00,0.00,NA,NA,NA,NA,NA,47.70,NA,NA,0.02,35.56,40.45,40.45,39.71,40.15,37.00,NA,48.10,NA,NA,41.33,41.60,37.60,864000
1780032447,37.7,45.30,48.10,47.30,45.70,46.50,47.70,46.90,46.10,45.30,49.70,51.70,50.90,49.30,45.30,45.70,44.20,44.60,49.70,45.70,44.60,43.80,43.80,44.60,47.30,44.60,45.00,46.50,45.70,46.10,45.30,45.30,46.10,45.70,45.70,45.70,46.10,16.75,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,45.30,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,44.60,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,45.30,-273.00,39.28,0.00,0.00,0.00,NA,NA,NA,NA,NA,44.60,NA,NA,0.02,35.73,39.38,40.52,39.51,39.34,37.00,NA,44.90,NA,NA,41.38,42.00,37.60,864000
1780032463,37.7,44.60,48.10,47.70,45.30,46.50,46.90,46.50,46.10,44.60,52.10,52.90,54.10,50.50,44.60,45.30,43.80,43.40,51.30,45.70,44.20,43.80,42.60,44.20,47.30,44.60,44.60,45.70,45.70,44.90,44.60,44.60,45.30,45.70,45.30,46.90,45.70,16.75,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,45.70,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,45.70,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,48.90,-273.00,39.21,0.00,0.00,0.00,NA,NA,NA,NA,NA,47.70,NA,NA,0.02,35.80,40.45,40.59,40.32,40.42,37.00,NA,48.50,NA,NA,41.32,42.00,37.60,864000
1780032480,37.7,44.60,46.50,45.70,44.60,44.90,45.30,44.60,44.90,44.20,47.30,47.70,47.70,46.10,44.20,45.00,43.40,43.40,46.90,43.80,43.40,43.40,42.20,43.40,44.90,43.80,44.20,44.60,45.30,44.60,44.60,44.20,44.90,44.60,44.60,44.60,44.90,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,43.80,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,43.80,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,45.30,-273.00,38.94,0.00,0.00,0.00,NA,NA,NA,NA,NA,44.60,NA,NA,0.02,35.40,39.08,40.18,39.31,39.11,37.00,NA,44.90,NA,NA,41.36,42.10,37.60,864000
1780032494,37.7,43.80,47.30,46.10,44.90,45.30,45.70,44.90,45.30,44.20,51.70,52.50,52.10,49.30,44.20,45.00,43.00,43.00,50.90,44.20,43.40,43.00,42.20,43.40,46.50,44.20,44.60,45.30,44.90,44.90,44.60,44.20,45.30,45.70,44.90,46.90,45.70,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,45.70,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.50,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.30,-273.00,39.21,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.50,NA,NA,0.02,35.80,40.32,40.55,39.98,40.45,37.00,NA,48.10,NA,NA,41.25,42.10,37.60,864000
1780032511,37.7,44.20,46.90,46.10,45.30,45.70,45.70,44.90,44.90,44.60,48.50,49.70,48.10,46.90,44.20,44.60,43.40,43.40,48.50,45.00,43.80,43.80,43.00,43.40,46.10,44.20,44.20,45.30,45.30,45.30,44.60,44.20,45.30,45.30,44.60,45.30,45.30,16.75,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,44.90,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,44.90,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.90,-273.00,39.18,0.00,0.00,0.00,NA,NA,NA,NA,NA,46.90,NA,NA,0.02,35.56,39.91,40.35,39.78,39.91,37.00,NA,48.10,NA,NA,41.30,41.90,37.60,864000
1780032524,37.7,44.90,49.30,47.70,46.10,47.30,48.10,46.90,46.50,45.30,52.10,53.30,53.30,50.50,45.30,46.10,44.20,44.60,51.30,46.10,44.60,44.20,43.80,44.20,48.90,45.00,45.70,46.90,46.10,46.10,45.30,45.30,46.90,46.50,46.10,48.10,46.10,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,46.90,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.90,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.70,-273.00,39.55,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.50,NA,NA,0.02,36.17,41.05,40.79,40.45,40.82,37.00,NA,48.90,NA,NA,41.34,41.90,37.60,864000
1780032541,37.7,43.80,45.30,44.60,43.80,44.20,44.90,44.20,44.20,43.40,46.90,47.70,48.10,46.50,43.80,43.80,42.60,43.40,46.90,43.80,43.00,43.00,42.60,43.40,44.60,43.80,43.00,44.60,44.90,44.60,44.20,44.20,44.60,44.90,44.20,43.80,44.60,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,43.80,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,44.60,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.90,-273.00,38.88,0.00,0.00,0.00,NA,NA,NA,NA,NA,45.70,NA,NA,0.02,35.26,39.58,40.08,39.21,39.41,37.00,NA,46.10,NA,NA,41.27,42.10,37.60,864000
1780032557,37.7,45.30,49.70,48.10,46.10,46.90,48.10,46.90,46.50,45.00,52.10,53.30,53.30,51.30,45.30,46.10,43.80,44.20,51.70,46.10,44.60,44.20,43.40,44.60,48.50,45.00,45.70,46.50,46.10,45.30,45.30,45.30,46.50,46.50,45.70,47.30,46.10,16.75,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,46.50,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.90,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.30,-273.00,39.24,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.50,NA,NA,0.02,36.07,40.45,40.62,40.38,40.48,37.00,NA,48.10,NA,NA,41.26,41.80,37.50,864000
1780032574,37.7,43.80,46.50,45.30,44.20,44.90,44.90,44.60,44.90,43.80,48.90,48.50,49.70,48.10,43.80,44.20,43.40,43.40,50.10,45.00,43.40,43.80,42.60,43.80,46.90,43.80,44.20,45.30,45.30,44.90,44.90,44.20,45.30,45.70,45.30,46.10,44.90,16.75,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,45.70,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,45.70,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,48.50,-273.00,39.04,0.00,0.00,0.00,NA,NA,NA,NA,NA,47.30,NA,NA,0.02,35.43,40.15,40.15,39.51,40.11,37.00,NA,47.30,NA,NA,41.23,41.80,37.50,864000
1780032590,37.7,46.10,50.10,48.50,46.90,47.70,48.50,47.70,47.70,46.10,52.50,53.70,54.10,50.90,46.10,46.50,44.60,45.00,51.70,46.10,45.30,45.00,44.20,45.00,49.30,45.70,45.70,46.90,46.50,45.70,46.10,45.30,46.90,46.90,46.10,46.90,46.50,16.75,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,45.70,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.10,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.50,-273.00,39.48,0.00,0.00,0.00,NA,NA,NA,NA,NA,46.10,NA,NA,0.02,35.97,39.78,40.69,39.91,40.08,37.00,NA,46.10,NA,NA,41.34,41.80,37.60,864000
1780032605,37.7,44.20,48.50,47.30,45.70,46.90,47.30,45.30,46.10,44.60,52.50,53.70,52.90,50.50,45.30,45.30,43.40,43.80,51.30,45.00,44.20,43.80,43.00,44.20,48.10,44.60,45.00,45.70,45.70,45.30,44.90,44.90,45.70,45.70,45.70,46.50,45.70,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,46.10,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,46.50,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,49.30,-273.00,39.21,0.00,0.00,0.00,NA,NA,NA,NA,NA,48.10,NA,NA,0.02,35.97,40.48,40.59,40.32,40.52,37.00,NA,48.50,NA,NA,41.33,41.80,37.60,864000
1780032623,37.7,44.60,46.10,46.10,44.90,45.30,45.30,44.90,44.90,44.60,47.70,46.90,48.10,46.10,44.20,45.00,43.80,43.40,46.50,44.60,43.80,43.80,42.60,43.40,44.90,43.80,43.80,45.30,45.30,44.90,45.30,44.20,44.90,45.30,44.60,44.20,44.90,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,44.20,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,44.20,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,44.90,-273.00,39.14,0.00,0.00,0.00,NA,NA,NA,NA,NA,44.20,NA,NA,0.02,35.47,38.78,40.28,39.28,39.14,37.00,NA,44.60,NA,NA,41.38,41.80,37.60,864000
1780032634,37.7,42.20,43.80,43.40,42.60,42.60,42.60,42.60,42.60,42.20,45.00,45.70,45.70,44.20,42.20,42.60,41.40,41.80,44.60,42.20,41.80,41.80,41.00,41.80,43.40,41.80,42.20,43.40,43.40,43.00,43.40,42.60,43.40,43.40,43.40,42.60,43.40,16.75,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,42.60,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,43.00,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,43.40,-273.00,38.21,0.00,0.00,0.00,NA,NA,NA,NA,NA,42.20,NA,NA,0.02,34.43,37.91,39.28,38.24,38.04,37.00,NA,43.40,NA,NA,41.16,41.20,37.60,864000
1780032646,37.7,41.80,43.40,43.00,41.80,42.60,42.60,42.20,42.60,41.80,43.80,44.60,45.00,43.40,41.80,42.60,41.00,41.40,44.60,41.80,41.40,41.00,41.00,41.80,43.00,41.80,42.20,43.00,43.40,43.00,42.60,42.60,43.00,43.00,43.00,41.80,42.60,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,41.80,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,42.20,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,42.60,-273.00,37.71,0.00,0.00,0.00,NA,NA,NA,NA,NA,42.20,NA,NA,0.02,33.99,37.47,38.81,37.77,37.54,37.00,NA,43.00,NA,NA,40.90,41.20,37.60,864000
1780032657,37.7,41.40,43.00,42.20,41.80,42.20,42.20,41.80,42.20,41.40,45.00,43.80,45.00,43.40,41.40,41.40,41.00,41.00,44.20,41.40,41.40,41.40,39.80,41.00,42.60,41.40,41.40,42.60,43.00,42.60,42.20,41.80,42.60,42.60,42.60,42.20,42.60,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,41.40,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,42.20,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,42.60,-273.00,37.34,0.00,0.00,0.00,NA,NA,NA,NA,NA,42.20,NA,NA,0.02,33.66,37.27,38.58,37.54,37.37,37.00,NA,42.60,NA,NA,40.71,39.50,37.50,864000
1780032669,37.7,41.00,43.00,42.20,41.40,41.80,41.80,42.20,41.80,41.40,43.80,44.20,44.60,43.80,41.80,41.80,40.60,41.00,43.80,41.40,41.00,41.00,39.80,41.00,42.20,41.40,41.00,42.20,43.00,42.20,42.20,42.20,43.00,43.00,42.60,42.20,42.20,16.76,27.00,-273.00,0.00,0.00,0.00,0.00,-273.00,-273.00,41.80,-273.00,-273.00,-40.00,27.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,42.20,-273.00,-273.00,-273.00,-273.00,27.00,-273.00,-273.00,-273.00,-273.00,-273.00,42.60,-273.00,37.41,0.00,0.00,0.00,NA,NA,NA,NA,NA,41.80,NA,NA,0.02,33.56,37.24,38.38,37.34,37.24,37.00,NA,42.20,NA,NA,40.57,39.50,37.50,864000
